symbol|mcap_B|pe|pb|earnings_yield|fcf_yield|ev_ebitda|roe|roic|profit_margin|fcf_margin|debt_equity|piotroski_f|div_yield|payout_ratio|value_score|quality_score|income_score|total_score|roe_fy21|roe_fy22|roe_fy23|roe_fy24|roe_fy25|roe_avg|roe_cv|roic_fy21|roic_fy22|roic_fy23|roic_fy24|roic_fy25|roic_avg|roic_cv|roe_trend|roic_trend|fcf_fy21_M|fcf_fy22_M|fcf_fy23_M|fcf_fy24_M|fcf_fy25_M|fcf_avg_M|fcf_positive_count|fcf_trend|Revenue_fy21|Revenue_fy22|Revenue_fy23|Revenue_fy24|Revenue_fy25|COGS_fy21|COGS_fy22|COGS_fy23|COGS_fy24|COGS_fy25|GP_fy21|GP_fy22|GP_fy23|GP_fy24|GP_fy25|GrossMargin_fy21|GrossMargin_fy22|GrossMargin_fy23|GrossMargin_fy24|GrossMargin_fy25|OpIncome_fy21|OpIncome_fy22|OpIncome_fy23|OpIncome_fy24|OpIncome_fy25|OpMargin_fy21|OpMargin_fy22|OpMargin_fy23|OpMargin_fy24|OpMargin_fy25|EBIT_fy21|EBIT_fy22|EBIT_fy23|EBIT_fy24|EBIT_fy25|EBITDA_fy21|EBITDA_fy22|EBITDA_fy23|EBITDA_fy24|EBITDA_fy25|EBITDAMargin_fy21|EBITDAMargin_fy22|EBITDAMargin_fy23|EBITDAMargin_fy24|EBITDAMargin_fy25|EBT_fy21|EBT_fy22|EBT_fy23|EBT_fy24|EBT_fy25|TaxRate_fy21|TaxRate_fy22|TaxRate_fy23|TaxRate_fy24|TaxRate_fy25|NI_fy21|NI_fy22|NI_fy23|NI_fy24|NI_fy25|NPM_fy21|NPM_fy22|NPM_fy23|NPM_fy24|NPM_fy25|EPS_fy21|EPS_fy22|EPS_fy23|EPS_fy24|EPS_fy25|NIGrowth_fy21|NIGrowth_fy22|NIGrowth_fy23|NIGrowth_fy24|NIGrowth_fy25|IntExp_fy21|IntExp_fy22|IntExp_fy23|IntExp_fy24|IntExp_fy25|DA_fy21|DA_fy22|DA_fy23|DA_fy24|DA_fy25|Assets_fy21|Assets_fy22|Assets_fy23|Assets_fy24|Assets_fy25|Liab_fy21|Liab_fy22|Liab_fy23|Liab_fy24|Liab_fy25|Equity_fy21|Equity_fy22|Equity_fy23|Equity_fy24|Equity_fy25|Cash_fy21|Cash_fy22|Cash_fy23|Cash_fy24|Cash_fy25|Debt_fy21|Debt_fy22|Debt_fy23|Debt_fy24|Debt_fy25|LTDebt_fy21|LTDebt_fy22|LTDebt_fy23|LTDebt_fy24|LTDebt_fy25|NetDebt_fy21|NetDebt_fy22|NetDebt_fy23|NetDebt_fy24|NetDebt_fy25|BVPS_fy21|BVPS_fy22|BVPS_fy23|BVPS_fy24|BVPS_fy25|OCF_fy21|OCF_fy22|OCF_fy23|OCF_fy24|OCF_fy25|FCF_fy21|FCF_fy22|FCF_fy23|FCF_fy24|FCF_fy25|CapEx_fy21|CapEx_fy22|CapEx_fy23|CapEx_fy24|CapEx_fy25|DnA_fy21|DnA_fy22|DnA_fy23|DnA_fy24|DnA_fy25|dWC_fy21|dWC_fy22|dWC_fy23|dWC_fy24|dWC_fy25|NetCF_fy21|NetCF_fy22|NetCF_fy23|NetCF_fy24|NetCF_fy25|FinCF_fy21|FinCF_fy22|FinCF_fy23|FinCF_fy24|FinCF_fy25|InvCF_fy21|InvCF_fy22|InvCF_fy23|InvCF_fy24|InvCF_fy25|FCFMargin_fy21|FCFMargin_fy22|FCFMargin_fy23|FCFMargin_fy24|FCFMargin_fy25|ROE_fy21|ROE_fy22|ROE_fy23|ROE_fy24|ROE_fy25|ROA_fy21|ROA_fy22|ROA_fy23|ROA_fy24|ROA_fy25|ROIC_fy21|ROIC_fy22|ROIC_fy23|ROIC_fy24|ROIC_fy25|DERatio_fy21|DERatio_fy22|DERatio_fy23|DERatio_fy24|DERatio_fy25|NetDERatio_fy21|NetDERatio_fy22|NetDERatio_fy23|NetDERatio_fy24|NetDERatio_fy25
MGC|5.1|3.98|0.99|25.17|65.57|4.81|28.84|8.44|5.71|14.88|1.61|7.0|4.8|12.16|92|61|17|170|34.86|47.22|7.26|3.88|24.91|23.63|69.3|6.83|10.86|5.99|4.22|8.07|7.19|30.9|flat|UP|2789|2793|3206|2998|3345|3026|5|UP|22154000000|23066000000.0|25130000000.0|20328000000.0|22474000000.0|1207000000|20679000000.0|22745000000.0|18278000000.0|19449000000.0|20947000000|2387000000.0|2385000000.0|2050000000.0|3026000000.0|94.55|10.35|9.49|10.08|13.46|538340000.00|916660000.0|714150000.0|521559999.99999994|1103000000.0|2.43|3.97|2.84|2.57|4.91|538340000.00|916660000.0|714150000.0|521559999.99999994|1103000000.0|666850000.00|1022000000.0|853260000.0|677800000.0|1299000000.0|3.01|4.43|3.4|3.33|5.78|390860000.00|629830000.0|333680000.0|178930000.0|1499000000.0|20.23|5.43|19.61|18.65|14.32|316690000.00|603500000.0|269840000.0|145700000.0|1284000000.0|1.43|2.62|1.07|0.72|5.71|510000.00|0.76|0.26|0.13|1.15|168.28|90.57|-55.29|-46.01|781.19|-299910000.00|-281330000.0|-386770000.0|-437590000.0|-414720000.0|128510000.00|105300000.0|139110000.0|156240000.0|196140000.0|10326000000|12328000000.0|15442000000.0|15189000000.0|19039000000.0|9418000000|11050000000.0|11724000000.0|11438000000.0|13884000000.0|896350000.00|1274000000.0|3713000000.0|3746000000.0|5149000000.0|680160000.00|691360000.0|1035000000.0|1305000000.0|1735000000.0|6056000000|7399000000.0|6909000000.0|7620000000.0|8290000000.0|362490000.00|1909000000.0|683410000.0|505520000.0|352510000.0|-5376000000|-6701000000.0|-5869000000.0|-6309000000.0|-6549000000.0|1.40|1.52|3.31|3.34|4.62|3037000000|3228000000.0|3506000000.0|3100000000.0|3430000000.0|2789000000|2793000000.0|3206000000.0|2998000000.0|3345000000.0|-248530000.00|-435680000.0|-300620000.0|-101500000.0|-84880000.0|779410000.00|740780000.0|847200000.0|1014000000.0|1112000000.0|1805000000|1839000000.0|2149000000.0|1793000000.0|1163000000.0|7560000.00|11200000.0|343490000.0|270440000.0|429540000.0|-2539000000|-2745000000.0|-2365000000.0|-2568000000.0|-3244000000.0|-490630000.00|-472020000.0|-798000000.0|-261370000.0|243860000.0|12.59|12.11|12.76|14.75|14.88|44.42|54.47|10.74|3.9|28.84|3.00|5.06|3.21|2.13|4.03|6.79|12.16|6.54|4.32|8.69|6.67|5.79|1.86|2.03|1.61|5.92|5.24|1.58|1.68|1.27
AMATA|23.6|7.49|0.77|13.36|35.9|7.62|14.05|8.46|21.82|58.65|0.67|6.0|5.31|32.87|84|68|17|169|6.37|9.59|7.33|8.84|10.35|8.50|17.2|3.71|5.00|5.07|7.29|8.06|5.83|27.5|UP|UP|2291|2772|8273|10083|8463|6376|5|UP|5201000000|6612000000.0|9627000000.0|14856000000.0|14430000000.0|2769000000|3387000000.0|5804000000.0|9755000000.0|7918000000.0|2432000000|3226000000.0|3823000000.0|5101000000.0|6512000000.0|46.76|48.78|39.71|34.34|45.13|1600000000|2233000000.0|2562000000.0|3654000000.0|4756000000.0|30.76|33.77|26.61|24.6|32.96|1600000000|2233000000.0|2562000000.0|3654000000.0|4756000000.0|1950000000|2575000000.0|2943000000.0|4012000000.0|5161000000.0|37.48|38.94|30.57|27.01|35.76|2313000000|3629000000.0|2938000000.0|3953000000.0|4982000000.0|15.20|12.84|16.24|12.53|17.74|1402000000|2341000000.0|1885000000.0|2467000000.0|3149000000.0|26.96|35.41|19.58|16.61|21.82|1220000.00|2.04|1.64|2.15|2.74|27.08|66.97|-19.5|30.9|27.63|-493530000.00|-472100000.0|-687480000.0|-706530000.0|-664440000.0|349530000.00|341750000.0|381010000.0|357670000.0|404400000.0|45471000000|47659000000.0|57588000000.0|64925000000.0|69654000000.0|23462000000|23244000000.0|31861000000.0|37014000000.0|39233000000.0|17723000000|19459000000.0|20418000000.0|21808000000.0|23531000000.0|1739000000|1155000000.0|2032000000.0|2522000000.0|2307000000.0|16283000000|15698000000.0|18596000000.0|18474000000.0|20401000000.0|10497000000|9686000000.0|11487000000.0|11726000000.0|13544000000.0|-13286000000|-13115000000.0|-14823000000.0|-12672000000.0|-16363000000.0|15.41|16.92|17.75|18.96|20.46|2395000000|3057000000.0|8609000000.0|10167000000.0|8735000000.0|2291000000|2772000000.0|8273000000.0|10083000000.0|8463000000.0|-104140000.00|-285050000.0|-336100000.0|-84540000.0|-271750000.0|402530000.00|388750000.0|430010000.0|408670000.0|462400000.0|560190000.00|710080000.0|6034000000.0|6623000000.0|4319000000.0|1180000000|-583550000.0|876960000.0|489840000.0|-214800000.0|-619800000.0|-1964000000.0|1068000000.0|-1486000000.0|65269999.99999999|-784600000.0|-1476000000.0|-8794000000.0|-7951000000.0|-9102000000.0|44.05|41.92|85.94|67.87|58.65|9.63|13.63|9.82|12.89|14.05|2.33|3.0|3.04|3.73|4.42|4.01|5.35|5.5|7.88|8.96|0.74|0.64|0.72|0.66|0.67|0.60|0.54|0.58|0.45|0.54
NYT|5.6|8.99|1.59|11.12|16.85|5.11|16.29|12.58|29.63|44.9|0.8|8.0|11.16|84.3|72|82|15|169|7.42|7.65|14.54|14.45|17.72|12.36|33.3|4.58|4.94|7.67|8.21|10.89|7.26|31.9|UP|UP|542|603|924|872|936|776|5|UP|1338000000|1456000000.0|1762000000.0|1708000000.0|2085000000.0|779880000.00|904240000.0|988410000.0|950560000.0|1028000000.0|558570000.00|551910000.0|774070000.0|757040000.0|1057000000.0|41.73|37.9|43.92|44.33|50.7|370720000.00|397000000.0|581320000.0|584320000.0|860740000.0|27.70|27.26|32.98|34.22|41.28|370720000.00|397000000.0|581320000.0|584320000.0|860740000.0|573890000.00|578620000.0|801250000.0|818330000.0|1146000000.0|42.88|39.74|45.46|47.92|54.96|283380000.00|287560000.0|563820000.0|571860000.0|737820000.0|28.31|27.47|22.49|21.46|23.43|242640000.00|251120000.0|500920000.0|498200000.0|617820000.0|18.13|17.25|28.42|29.18|29.63|200000.00|0.2|0.4|0.4|0.5|6.16|3.5|99.47|-0.54|24.01|-93610000.00|-101300000.0|-102420000.0|-103670000.0|-126370000.0|203180000.00|181620000.0|219930000.0|234010000.0|285440000.0|6655000000|6785000000.0|6953000000.0|6553000000.0|7004000000.0|3383000000|3504000000.0|3508000000.0|3105000000.0|3517000000.0|3248000000|3297000000.0|3525000000.0|3577000000.0|3668000000.0|117040000.00|211530000.0|334670000.0|302400000.0|214720000.0|2653000000|2761000000.0|2764000000.0|2443000000.0|2778000000.0|156460000.00|349720000.0|311200000.0|185260000.0|129870000.0|-1334000000|-1311000000.0|-996170000.0|-1375000000.0|-1828000000.0|2.62|2.66|2.84|2.88|2.96|742030000.00|740410000.0|948310000.0|890600000.0|957750000.0|541740000.00|602940000.0|924230000.0|872340000.0|936320000.0|-200290000.00|-137470000.0|-24080000.0|-18260000.0|-21430000.0|468990000.00|471880000.0|499400000.0|507560000.0|568950000.0|-20380000.00|-51750000.0|-28240000.0|-39910000.0|-319750000.0|-137900000.0|94490000.0|123140000.0|-32270000.000000004|-87680000.0|-501170000.00|-187620000.0|-471490000.0|-896810000.0|-889440000.0|-378760000.00|-458290000.0|-353680000.0|-26060000.0|-155990000.0|40.48|41.41|52.44|51.09|44.9|6.19|6.37|12.99|13.03|16.29|3.75|3.69|5.29|5.41|7.94|6.15|6.26|9.98|9.91|13.0|0.81|0.84|0.8|0.71|0.8|0.41|0.4|0.29|0.4|0.52
PCC|3.3|8.32|0.95|12.02|36.99|4.58|12.29|11.98|9.82|30.23|0.2|7.0|8.09|67.3|80|72|17|169|9.26|8.93|9.92|10.58|11.39|10.02|8.9|7.31|8.73|9.20|9.42|12.17|9.37|16.9|UP|UP|-365|-67|609|172|1234|317|3|UP|3639000000|4860000000.0|4625000000.0|5563000000.0|4082000000.0|2652000000|3678000000.0|3374000000.0|4191000000.0|2646000000.0|986060000.00|1182000000.0|1252000000.0|1372000000.0|1436000000.0|27.10|24.32|27.07|24.66|35.18|321610000.00|422430000.0|438640000.0|481230000.0|525679999.99999994|8.84|8.69|9.48|8.65|12.88|321610000.00|422430000.0|438640000.0|481230000.0|525679999.99999994|456200000.0|566020000.0|605150000.0|649470000.0|689910000.0|12.54|11.65|13.08|11.68|16.9|272110000.00|365990000.0|417760000.0|462840000.0|522700000.00000006|16.09|15.45|16.48|17.74|18.93|202690000.00|283790000.0|323840000.0|357350000.0|400940000.0|5.57|5.84|7.0|6.42|9.82|220000.00|0.29|0.26|0.29|0.33|-20.15|40.01|14.12|10.35|12.2|-61720000.00|-70140000.0|-68610000.0|-59480000.0|-32110000.0|134590000.00|143590000.0|166520000.0|168230000.0|164220000.0|5580000000|6840000000.0|6577000000.0|6495000000.0|5472000000.0|3391000000|3662000000.0|3311000000.0|3117000000.0|1952000000.0|2071000000|3075000000.0|3153000000.0|3254000000.0|3390000000.0|245640000.00|888130000.0|749970000.0|329540000.0|734090000.0|1746000000|1803000000.0|1465000000.0|1155000000.0|715810000.0|504210000.00|401070000.0|233270000.0|100610000.0|51440000.0|-1497000000|-911190000.0|-638590000.0|-810550000.0|111470000.0|2.25|2.51|2.57|2.65|2.76|-130570000.00|213420000.0|887410000.0|253560000.0|1335000000.0|-364620000.00|-67130000.0|608850000.0|172100000.0|1234000000.0|-234050000.00|-280550000.0|-278560000.0|-81460000.0|-101150000.0|169550000.00|178870000.0|196950000.0|191050000.0|182340000.0|-593120000.00|-364170000.0|259279999.99999997|-402140000.0|662440000.0|-348030000.00|642490000.0|-138160000.0|-420430000.0|404550000.0|18380000.00|709770000.0|-710690000.0|-651910000.0|-775080000.0|-236440000.00|-279300000.0|-314600000.0|-23650000.0|-164280000.0|-10.02|-1.38|13.16|3.09|30.23|10.83|11.53|10.83|11.46|12.29|3.66|4.25|4.09|4.6|5.49|8.09|9.19|9.17|9.78|11.22|0.80|0.57|0.45|0.34|0.2|0.68|0.29|0.2|0.24|-0.03
S11|2.3|6.06|0.63|16.49|17.68|None|10.67|6.15|48.58|52.08|0.71|6.0|7.57|34.42|84|65|20|169||11.07|1.52|3.51|10.67|6.69|63.3||||||||UP|||5|-985|813|401|59|3|UP||834670000.0|525090000.00000006|541650000.0|769920000.0|||||||||||||||||439780000.0|61580000.0|145350000.0|477560000.0||52.69|11.73|26.83|62.03|||||||||||||||||439780000.0|61580000.0|145350000.0|467360000.0||20.04|19.51|19.77|19.99||351730000.0|49450000.0|116590000.0|374050000.0||42.14|9.42|21.53|48.58||0.57|0.08|0.19|0.61||-12.06|-85.94|135.77|220.82||||||||||||6112000000.0|7172000000.0|6483000000.0|6477000000.0||2838000000.0|3910000000.0|3101000000.0|2848000000.0||3273000000.0|3262000000.0|3381000000.0|3629000000.0||43290000.0|115580000.0|57300000.0|37670000.0||2576000000.0|3715000000.0|2857000000.0|2576000000.0||774420000.0|1267000000.0|846690000.0|986920000.0||-2533000000.0|-3600000000.0|-2800000000.0|-2538000000.0||5.34|5.32|5.52|5.92||7090000.0|-979870000.0|815060000.0|415000000.0||5010000.0|-984510000.0|813200000.0|400960000.0||-2080000.0|-4630000.0|-1860000.0|-14040000.0||9380000.0|8590000.0|7940000.0|7760000.0|||||||1890000.0|72290000.0|-58280000.0|-19630000.0||-2810000.0|1057000000.0|-871260000.0|-420600000.0||-2390000.0|-4590000.0|-2080000.0|-14040000.0||0.6|-187.49|150.13|52.08||11.07|1.52|3.51|10.67||5.98|0.75|1.71|5.77||6.2|0.77|1.76|6.14||0.79|1.14|0.85|0.71||0.77|1.1|0.83|0.7
TFG|54.2|7.38|2.7|13.74|19.06|4.66|40.7|24.07|10.18|14.13|1.0|8.0|7.57|55.56|70|79|19|168|4.85|30.29|-5.93|19.06|37.05|17.06|92.9|2.18|14.94|0.79|11.12|22.79|10.36|78.9|UP|UP|-5073|214|781|9211|10325|3092|4|UP|34948000000|52542000000.0|56149000000.0|65813000000.0|73059000000.0|31670000000|42367000000.0|52086000000.0|56706000000.0|57809000000.0|3278000000|10175000000.0|4063000000.0|9106000000.0|15250000000.0|9.38|19.36|7.24|13.84|20.87|1351000000|6888000000.0|385050000.0|4265000000.0|9523000000.0|3.86|13.11|0.69|6.48|13.04|1351000000|6888000000.0|385050000.0|4265000000.0|9523000000.0|3303000000|9583000000.0|3940000000.0|8174000000.0|13363000000.0|9.45|18.24|7.02|12.42|18.29|1098000000|5571000000.0|-893430000.0|3438000000.0|8809000000.0|49.71|15.17||9.29|15.49|561700000.0|4722000000.0|-812500000.0|3144000000.0|7441000000.0|1.61|8.99|-1.45|4.78|10.18|100000.00|0.84|-0.14|0.54|1.26|-78.09|740.65|||136.68|-493490000.00|-845040000.0|-1120000000.0|-1007000000.0|-770910000.0|1952000000|2695000000.0|3554000000.0|3909000000.0|3840000000.0|35567000000|45670000000.0|47146000000.0|46149000000.0|47848000000.0|23997000000|30083000000.0|33450000000.0|29650000000.0|27765000000.0|11556000000|15568000000.0|13681000000.0|16448000000.0|20086000000.0|415840000.00|818140000.0|836380000.0|4907000000.0|4818000000.0|19963000000|24331000000.0|26207000000.0|23189000000.0|20044000000.0|5773000000|7739000000.0|7946000000.0|7049000000.0|4391000000.0|-18204000000|-22449000000.0|-24388000000.0|-17362000000.0|-14052000000.0|2.05|2.75|2.35|2.83|3.45|-1882000000|4395000000.0|3226000000.0|10501000000.0|13315000000.0|-5073000000|213840000.0|781120000.0|9211000000.0|10325000000.0|-3190000000|-4181000000.0|-2444000000.0|-1290000000.0|-2990000000.0|2425000000|3337000000.0|4727000000.0|5207000000.0|5100000000.0|-4974000000|-5262000000.0|-1398000000.0|843080000.0|-852470000.0|-367930000.00|402300000.0|18250000.0|4070000000.0|-88980000.0|6398000000|127660000.0|105580000.0|-5261000000.0|-9825000000.0|-4961000000|-4121000000.0|-3239000000.0|-1080000000.0|-3250000000.0|-14.52|0.41|1.39|14.0|14.13|4.86|34.81|-5.57|20.65|40.7|2.74|10.6|0.52|5.71|12.66|2.67|17.23|1.01|10.76|23.67|1.73|1.56|1.91|1.41|1.0|1.57|1.44|1.78|1.05|0.7
STECH|0.7|5.1|0.45|19.61|39.5|4.74|9.07|6.61|6.48|13.05|0.64|7.0|4.0|17.33|98|57|13|168||7.92|9.16|7.78|8.74|8.40|6.8||5.94|6.08|5.70|6.68|6.10|5.9|flat|flat||-216|-372|-31|286|-83|1|UP||2125000000.0|2001000000.0|2095000000.0|2194000000.0||1800000000.0|1612000000.0|1660000000.0|1760000000.0||324380000.0|389170000.0|434410000.0|433190000.0||15.27|19.45|20.74|19.75||142790000.0|185460000.0|214940000.0|218110000.0||6.72|9.27|10.26|9.94||142790000.0|185460000.0|214940000.0|218110000.0||244930000.0|292860000.0|333050000.0|344600000.0||11.53|14.64|15.9|15.71||123630000.0|157290000.0|162600000.0|179700000.0||18.49|18.89|27.85|20.88||100570000.0|127360000.0|117310000.0|142180000.0||4.73|6.37|5.6|6.48||0.14|0.18|0.16|0.2||6.34|26.64|-7.89|21.2||-17950000.0|-26080000.0|-50290000.0|-39930000.0||102140000.0|107400000.0|118110000.0|126490000.0||2578000000.0|3028000000.0|3202000000.0|3091000000.0||1308000000.0|1638000000.0|1694000000.0|1466000000.0||1270000000.0|1390000000.0|1508000000.0|1625000000.0||134850000.0|48030000.0|74460000.0|87240000.0||824630000.0|1130000000.0|1286000000.0|1044000000.0||184550000.0|227890000.0|529380000.0|389700000.0||-680170000.0|-1071000000.0|-1207000000.0|-955110000.0||1.75|1.92|2.08|2.24||75640000.0|199160000.0|108530000.0|387250000.0||-215860000.0|-371660000.0|-30910000.0|286370000.0||-291500000.0|-570820000.0|-139450000.0|-100880000.0||120390000.0|121050000.0|128160000.0|136190000.0||-156970000.0|-96120000.0|-163990000.0|94250000.0||-37020000.0|-86830000.0|26430000.0|12770000.0||180380000.0|284810000.0|151160000.0|-278590000.0||-293040000.0|-570800000.0|-233260000.0|-95890000.0||-10.16|-18.58|-1.48|13.05||8.14|9.59|8.09|9.07||3.66|4.13|4.31|4.33||6.5|6.82|5.99|6.52||0.65|0.81|0.85|0.64||0.54|0.77|0.8|0.59
LEE|2.2|8.34|0.75|12.07|21.01|2.25|9.31|16.09|8.94|15.56|0.01|6.0|8.2|41.13|85|63|19|167|4.88|1.09|3.16|5.24|9.00|4.67|56.0|2.82|0.76|1.12|3.97|8.41|3.42|80.6|UP|UP|-4|53|29|55|457|118|4|UP|3745000000|3378000000.0|2925000000.0|2841000000.0|2936000000.0|3454000000|3173000000.0|2697000000.0|2540000000.0|2478000000.0|291440000.00|205240000.0|227600000.0|300860000.0|458120000.0|7.78|6.08|7.78|10.59|15.6|91620000.00|24570000.0|36200000.0|121070000.0|280630000.0|2.45|0.73|1.24|4.26|9.56|91620000.00|24570000.0|36200000.0|121070000.0|280630000.0|142680000.00|74180000.0|96750000.0|196170000.0|359550000.0|3.81|2.2|3.31|6.91|12.25|159340000.00|34720000.0|103160000.0|162190000.0|303390000.0|15.10|18.4|16.18|10.04|12.58|136080000.00|29650000.0|86980000.0|145710000.0|262470000.00000003|3.63|0.88|2.97|5.13|8.94|150000.00|0.03|0.09|0.16|0.29|-27.25|-78.21|193.34|67.52|80.14|-3030000.00|-1380000.0|-870000.0|-2910000.0|-2610000.0|51060000.00|49610000.0|60560000.0|75100000.0|78920000.0|3238000000|3051000000.0|3092000000.0|3104000000.0|3263000000.0|446980000.00|339220000.0|342070000.0|322130000.0|345880000.0|2761000000|2683000000.0|2722000000.0|2753000000.0|2888000000.0|60890000.00|82040000.0|55120000.0|72240000.0|30710000.0|23360000.00|17460000.0|9190000.0|36900000.0|32320000.0||||||1079000000|1015000000.0|1030000000.0|1027000000.0|1362000000.0|2.99|2.91|2.98|3.06|3.24|90020000.00|101650000.0|84430000.0|166710000.0|492380000.0|-3640000.00|52650000.0|28730000.0|54850000.0|456760000.0|-93660000.00|-49000000.0|-55710000.0|-111860000.0|-35620000.0|64570000.00|63170000.0|74320000.0|88780000.0|92780000.0|-30010000.00|35040000.0|-42090000.0|-22180000.0|142450000.0|31000000|21150000.0|-26920000.0|17120000.0|-41530000.0|-180960000.00|-135650000.0|-63360000.0|-130090000.0|-148340000.0|121940000.00|55150000.0|-48000000.0|-19500000.0|-385580000.0|-0.10|1.56|0.98|1.93|15.56|4.90|1.03|3.17|5.27|9.31|1.80|0.49|0.74|2.44|5.51|4.73|1.18|1.78|6.27|14.83|0.01|0.01|0.0|0.01|0.01|-0.39|-0.37|-0.37|-0.37|-0.47
NTSC|0.8|6.73|0.72|14.87|11.85|2.88|11.17|14.52|9.93|7.91|0.09|7.0|5.0|13.34|85|65|17|167|16.12|31.15|7.27|9.14|10.65|14.87|58.3|16.84|12.55|8.84|9.93|13.37|12.31|22.8|DOWN|flat|79|30|106|20|96|66|5|UP|1038000000|1057000000.0|955600000.0|1116000000.0|1208000000.0|802680000.00|821030000.0|740250000.0|872480000.0|918550000.0|235180000.00|235790000.0|215360000.0|243220000.0|289670000.0|22.66|22.31|22.54|21.8|23.97|127910000.00|102490000.0|85200000.0|107930000.0|149130000.0|12.32|9.7|8.91|9.67|12.34|127910000.00|102490000.0|85200000.0|107930000.0|149130000.0|134880000.00|110870000.0|95120000.0|117910000.0|159630000.0|13.00|10.49|9.95|10.57|13.21|124720000.00|96520000.0|86130000.0|116550000.0|150220000.0|20.79|20.16|19.24|19.84|20.15|98790000.00|77060000.0|69550000.0|93420000.0|119950000.0|9.52|7.29|7.28|8.37|9.93|1000000.00|0.78|0.53|0.7|0.9|9.08|-21.99|-9.74|34.31|28.4|-1900000.0|-6540000.0|-5530000.0|-3650000.0|-3530000.0|6980000.00|8380000.000000001|9930000.0|9980000.0|10500000.0|885830000.00|1076000000.0|1190000000.0|1290000000.0|1378000000.0|272810000.00|828740000.0|233430000.0|267709999.99999997|251980000.0|613010000.00|247390000.0|956420000.0|1022000000.0|1126000000.0|136950000.00|253450000.0|289940000.0|259670000.00000003|340890000.0|125470000.00|658270000.0|111770000.0|108890000.0|105520000.0||||||12080000.00|-402550000.0|251020000.0|244690000.0|327950000.0|10.95|2.47|7.17|7.66|8.44|103530000.00|88930000.0|111070000.0|58950000.0|123730000.0|79480000.00|29740000.0|106310000.0|20290000.0|95570000.0|-24040000.00|-59190000.0|-4750000.0|-38660000.0|-28170000.0|9410000.00|14520000.0|16530000.000000002|16850000.0|17360000.0|-13650000.00|-1330000.0|26760000.0|-56910000.0|-13290000.0|117070000.00|116500000.0|36490000.0|-30270000.0|81220000.0|5100000.0|78500000.0|87050000.0|-30880000.0|-19370000.0|8240000.00|-50610000.0|-161610000.0|-58260000.0|-22700000.0|7.66|2.81|11.13|1.82|7.91|17.53|17.91|11.56|9.45|11.17|10.45|6.53|4.7|5.44|6.99|18.61|13.08|10.15|11.67|15.12|0.21|2.66|0.12|0.11|0.09|-0.02|1.63|-0.26|-0.24|-0.29
READY|0.4|7.39|1.65|13.54|14.7|3.83|22.34|49.19|26.47|28.74|0.02|4.0|9.15|101.35|74|78|15|167|18.63|24.80|14.03|16.98|22.40|19.37|19.8|155.24|177.45|55.82|21.30|36.76|89.31|71.9|UP|DOWN|44|35|37|64|58|47|5|UP|148120000.00|162000000.0|187680000.0|196030000.0|201240000.0|58310000.00|59020000.0|63090000.0|62170000.0|65800000.0|89810000.00|102970000.0|124590000.0|133850000.0|135450000.0|60.63|63.57|66.39|68.28|67.31|14450000.00|25140000.0|37640000.0|46010000.0|40390000.0|9.76|15.52|20.05|23.47|20.07|14450000.00|25140000.0|37640000.0|46010000.0|40390000.0|19310000.00|29820000.0|42710000.0|50790000.0|44550000.0|13.04|18.41|22.75|25.91|22.14|17380000.00|24960000.0|39460000.0|49430000.0|61940000.0|17.92|18.12|23.74|17.88|13.99|13820000.00|20340000.0|30090000.0|40590000.0|53280000.0|9.33|12.55|16.04|20.71|26.47|140000.00|0.2|0.25|0.34|0.44||47.18|47.97|34.88|31.25|-350000.00|-400000.0|-390000.0|-350000.0|-370000.0|4850000.00|4680000.0|5070000.0|4770000.0|4160000.0|250080000.00|256660000.00000003|380530000.0|396900000.0|404600000.0|175900000.0|174640000.0|166020000.0|157850000.0|166750000.0|74170000.00|82020000.0|214510000.0|239040000.0|237850000.0|83720000.00|78050000.0|169520000.0|67660000.0|147400000.0|17190000.00|7630000.0|6430000.0|5990000.0|4050000.0||||||66520000.00|70420000.0|196750000.0|186440000.0|143520000.0|0.73|0.8|1.79|1.99|1.98|49350000.00|38820000.0|39640000.0|66310000.0|64349999.99999999|43940000.00|34530000.0|36790000.0|63800000.0|57840000.0|-5410000.00|-4280000.0|-2850000.0|-2510000.0|-6510000.0|7250000.00|5880000.0|6500000.0|6180000.0|5970000.0|-7470000.00|1480000.0|-18670000.0|-1650000.0|3430000.0|27550000.00|-5660000.0|91470000.0|-101870000.0|79750000.0|-3880000.00|-24340000.0|100670000.0|-22240000.0|-56390000.0|-19940000.00|-19790000.0|-48850000.0|-145930000.0|71790000.0|29.66|21.32|19.6|32.55|28.74|22.05|26.17|20.3|17.9|22.34|3.62|6.2|7.38|7.4|6.3|243.49|213.88|195.53|107.39|47.29|0.23|0.09|0.03|0.03|0.02|-0.90|-0.86|-0.92|-0.78|-0.6
